brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,prev_sold_date
103378,for_sale,69900,3,3,0.23,1857025,Utuado,Puerto Rico,641,1326,
1589,for_sale,330000,3,2,0.97,1757696,Hatillo,Puerto Rico,659,2111,
52707,for_sale,145000,3,2,,1922060,Ponce,Puerto Rico,716,1296,
81909,for_sale,135000,3,2,,466228,Carolina,Puerto Rico,987,1248,
1589,for_sale,40000,,,0.99,597289,Utuado,Puerto Rico,641,,
60831,for_sale,329000,,,1.42,1842205,Utuado,Puerto Rico,641,,
60622,for_sale,69500,3,1,0.04,1308651,Camuy,Puerto Rico,627,1460,
60830,for_sale,135000,4,3,0.24,1856515,Camuy,Puerto Rico,627,1500,
87549,for_sale,74000,3,1,0.38,1902878,Camuy,Puerto Rico,627,900,
33888,for_sale,109000,3,1,1.94,1898056,Camuy,Puerto Rico,627,1400,
87549,for_sale,168100,3,3,0.13,1239373,Camuy,Puerto Rico,627,1300,
52464,for_sale,110000,3,1,0.1,1855935,Camuy,Puerto Rico,627,800,
75124,for_sale,250000,,,7.8,1951682,Camuy,Puerto Rico,627,,
46019,for_sale,55000,,,0.27,1913916,Camuy,Puerto Rico,627,,
46019,for_sale,50000,,,0.25,1913913,Camuy,Puerto Rico,627,,
52707,for_sale,305000,,,9.43,1880725,Camuy,Puerto Rico,627,,
33888,for_sale,145000,,,2.52,1308649,Camuy,Puerto Rico,627,,
102017,for_sale,90000,,,0.55,1966325,Camuy,Puerto Rico,627,,
60622,for_sale,105000,,,0.47,1855420,Camuy,Puerto Rico,627,,
80224,for_sale,85000,,,0.67,11032,Camuy,Puerto Rico,627,,
31239,for_sale,130000,3,2,0.1,1946163,Sabana Grande,Puerto Rico,637,1290,
31238,for_sale,300000,8,4,0.45,1946165,Sabana Grande,Puerto Rico,637,2852,
75895,for_sale,54900,5,2,1.21,1007137,Sabana Grande,Puerto Rico,637,1898,
16802,for_sale,250000,2,1,0.2,212525,Sabana Grande,Puerto Rico,637,1275,
108122,for_sale,435000,3,3,0.36,2396,Sabana Grande,Puerto Rico,637,20132,
104659,for_sale,80000,,,0.15,1971881,Sabana Grande,Puerto Rico,637,,
12434,for_sale,575000,,,262,6070,Sabana Grande,Puerto Rico,637,,
103379,for_sale,89000,3,2,1.17,603617,Ciales,Puerto Rico,638,1000,
52707,for_sale,275000,3,2,1.48,370572,Ciales,Puerto Rico,638,1820,
81909,for_sale,65000,3,2,0.1,1837550,Ciales,Puerto Rico,638,1100,
52707,for_sale,225000,4,3,2.23,1902765,Ciales,Puerto Rico,638,3344,
109906,for_sale,98000,3,1,1.16,1902892,Ciales,Puerto Rico,638,1100,
1205,for_sale,55000,3,2,0.09,654886,Ciales,Puerto Rico,638,1092,
85121,for_sale,65000,3,2,0.09,1908246,Ciales,Puerto Rico,638,1100,
108671,for_sale,23000,,,0.2,1856913,Ciales,Puerto Rico,638,,
108671,for_sale,65000,,,1.94,1856912,Ciales,Puerto Rico,638,,
52707,for_sale,290000,,,50.26,1902864,Ciales,Puerto Rico,638,,
108671,for_sale,47000,,,0.68,1856914,Ciales,Puerto Rico,638,,
92147,for_sale,106700,3,2,0.97,332814,Utuado,Puerto Rico,641,1205,
52707,for_sale,180000,3,2,10.44,130075,Utuado,Puerto Rico,641,1251,
60831,for_sale,550000,6,3,28.17,1946165,Utuado,Puerto Rico,641,5000,
49909,for_sale,70000,2,1,0.22,1395377,Utuado,Puerto Rico,641,845,
105192,for_sale,198500,4,2,2.91,1902820,Utuado,Puerto Rico,641,1000,
60830,for_sale,75000,5,3,0.1,569131,Utuado,Puerto Rico,641,950,
52707,for_sale,219900,4,2,2.06,1902833,Utuado,Puerto Rico,641,1100,
1502,for_sale,95000,3,2,0.86,1856897,Utuado,Puerto Rico,641,1700,
1502,for_sale,99000,13,4,0.2,655097,Utuado,Puerto Rico,641,600,
60831,for_sale,75000,3,1,0.28,1946304,Utuado,Puerto Rico,641,781,
60830,for_sale,600000,6,3,30,1946303,Utuado,Puerto Rico,641,5000,
60830,for_sale,120000,3,1,0.26,1946327,Utuado,Puerto Rico,641,781,
62210,for_sale,108000,4,1,0.94,1670695,Utuado,Puerto Rico,641,13818,
60831,for_sale,550000,,,135,1946206,Utuado,Puerto Rico,641,,
60830,for_sale,200000,,,18.66,1946206,Utuado,Puerto Rico,641,,
1502,for_sale,69995,,,2.91,1856896,Utuado,Puerto Rico,641,,
1589,for_sale,60000,,,1.96,1138118,Utuado,Puerto Rico,641,,
60830,for_sale,550000,,,139,1946165,Utuado,Puerto Rico,641,,
82827,for_sale,12000000,4,7,0.37,1189423,Dorado,Puerto Rico,646,7096,
2050,for_sale,750000,3,3,0.24,1563413,Dorado,Puerto Rico,646,2377,
55665,for_sale,550000,3,3,0.16,1858417,Dorado,Puerto Rico,646,2000,
55665,for_sale,950000,4,3,0.14,1559180,Dorado,Puerto Rico,646,2850,
16782,for_sale,1150000,5,3,0.14,1561183,Dorado,Puerto Rico,646,3500,
33447,for_sale,5500000,3,2,0.24,1052081,Dorado,Puerto Rico,646,2000,
77432,for_sale,16000000,4,7,0.75,955260,Dorado,Puerto Rico,646,7000,
26006,for_sale,995000,4,3,0.25,1647493,Dorado,Puerto Rico,646,2900,
7922,for_sale,595000,2,2,,1940276,Dorado,Puerto Rico,646,1155,
26006,for_sale,1275000,4,4,0.25,1644677,Dorado,Puerto Rico,646,2900,
7832,for_sale,1135000,4,3,0.15,1555726,Dorado,Puerto Rico,646,2850,
16782,for_sale,4995000,3,4,0.22,600936,Dorado,Puerto Rico,646,3100,
55665,for_sale,2500000,4,4,0.25,870230,Dorado,Puerto Rico,646,3509,
61776,for_sale,5950000,3,5,0.23,834192,Dorado,Puerto Rico,646,3200,
7832,for_sale,2849000,4,5,0.21,1136712,Dorado,Puerto Rico,646,5000,
105192,for_sale,850000,4,2,0.21,1222456,Dorado,Puerto Rico,646,999,
16782,for_sale,6495000,4,4,0.15,914459,Dorado,Puerto Rico,646,6703,
72456,for_sale,1300000,7,4,,1463669,Dorado,Puerto Rico,646,2767,
46788,for_sale,6350000,3,4,0.06,1944846,Dorado,Puerto Rico,646,2500,
34000,for_sale,300000,4,4,0.07,,Dorado,Puerto Rico,646,3090,
48921,for_sale,5900000,3,4,0.09,1521217,Dorado,Puerto Rico,646,3914,
72728,for_sale,1775000,4,3,0.23,1318672,Dorado,Puerto Rico,646,3337,
61776,for_sale,1795000,4,4,0.23,1189361,Dorado,Puerto Rico,646,2900,
49555,for_sale,4600000,3,3,,1628662,Dorado,Puerto Rico,646,3095,
7922,for_sale,1500000,3,3,13.65,1884217,Dorado,Puerto Rico,646,1942,
61776,for_sale,3950000,7,6,0.26,809994,Dorado,Puerto Rico,646,4800,
78468,for_sale,1250000,6,4,,1941881,Dorado,Puerto Rico,646,1495,
16782,for_sale,3995000,,,0.47,1977870,Dorado,Puerto Rico,646,,
92147,for_sale,97900,4,2,0.51,1567906,Hatillo,Puerto Rico,659,1641,
62066,for_sale,58000,3,1,0.05,965293,Ponce,Puerto Rico,,790,
103378,for_sale,144900,4,4,0.2,597273,Hatillo,Puerto Rico,685,1760,
61710,for_sale,265000,3,3,2.91,1902735,Moca,Puerto Rico,676,2485,
3763,for_sale,99000,3,1,0.15,734101,Juana Diaz,Puerto Rico,795,800,
52270,for_sale,76900,3,2,,1873083,Canovanas,Puerto Rico,729,1200,28-02-2020
52707,for_sale,95000,3,1,0.1,918508,Ponce,Puerto Rico,728,1100,
62210,for_sale,245000,4,3,0.22,1839307,Camuy,Puerto Rico,678,900,
92147,for_sale,25000,,,1.07,1009906,Lares,Puerto Rico,669,,
9664,for_sale,289000,,,65.07,597274,Arecibo,Puerto Rico,612,,
102017,for_sale,28000,,,0.14,595781,Moca,Puerto Rico,676,,
52707,for_sale,325000,,,4.22,263847,Lares,Puerto Rico,669,,
52707,for_sale,103000,,,0.6,1855342,Ponce,Puerto Rico,717,,
61710,for_sale,1000000,,,0.71,1856915,Villalba,Puerto Rico,766,,
31239,for_sale,225000,3,3,0.72,782285,Ponce,Puerto Rico,731,2460,
92147,for_sale,119000,3,2,0.08,113181,Juana Diaz,Puerto Rico,795,1084,
103378,for_sale,97000,4,2,0.35,1946160,Juana Diaz,Puerto Rico,795,1918,
81909,for_sale,210000,4,3,5.05,1902767,Ponce,Puerto Rico,730,1520,
3633,for_sale,67600,4,1,0.8,1758795,Ponce,Puerto Rico,731,921,
52707,for_sale,102900,3,1,0.09,1826163,Juana Diaz,Puerto Rico,795,870,
92147,for_sale,121000,3,2,0.22,1241895,San Sebastian,Puerto Rico,685,1134,
52707,for_sale,81000,4,2,0.15,1856963,Lares,Puerto Rico,669,1597,
103378,for_sale,84900,3,2,0.08,1985075,Ponce,Puerto Rico,731,1250,
74819,for_sale,99000,5,2,0.25,413713,Ponce,Puerto Rico,728,2283,
52707,for_sale,120000,3,2,0.09,1903696,Jayuya,Puerto Rico,664,1100,
103378,for_sale,106000,3,2,0.04,1985090,Ponce,Puerto Rico,731,1547,
52707,for_sale,225000,4,2,0.2,1884228,Coamo,Puerto Rico,769,1700,
103378,for_sale,74000,3,2,0.04,1985088,Ponce,Puerto Rico,731,980,
52707,for_sale,85000,3,1,0.12,151181,Hatillo,Puerto Rico,659,930,
3633,for_sale,54000,3,1,0.68,1565797,Ponce,Puerto Rico,730,905,
49909,for_sale,65000,3,1,0.04,603596,Ponce,Puerto Rico,716,1025,
3633,for_sale,126600,2,2,0.25,347753,Ponce,Puerto Rico,730,1004,
31239,for_sale,349900,6,5,0.27,1255530,Ponce,Puerto Rico,717,3953,
92147,for_sale,99000,3,1,0.11,1897240,Lares,Puerto Rico,669,870,
87549,for_sale,67000,3,2,0.11,1916183,Yauco,Puerto Rico,698,1000,
103378,for_sale,121500,4,1,0.11,1985091,Ponce,Puerto Rico,731,1562,
52707,for_sale,17850,,,0.72,1856962,San Sebastian,Puerto Rico,685,,
102017,for_sale,115000,3,2,0.25,1850850,San Sebastian,Puerto Rico,685,875,
25119,for_sale,295000,5,3,2.43,1888384,Juana Diaz,Puerto Rico,795,2625,
46667,for_sale,299000,4,2,0.09,1951672,Trujillo Alto,Puerto Rico,976,1700,
52707,for_sale,250000,8,7,0.09,232978,Ponce,Puerto Rico,730,4036,
52707,for_sale,50000,,,0.67,1902805,San Sebastian,Puerto Rico,685,,
103378,for_sale,119900,,,11,1840771,Arecibo,Puerto Rico,612,,
52707,for_sale,42000,,,0.3,1856964,Isabela,Puerto Rico,685,,
81909,for_sale,40000,,,0.33,1966333,Santa Isabel,Puerto Rico,757,,
92147,for_sale,236500,,,204.51,129949,Lares,Puerto Rico,669,,
103378,for_sale,50000,,,0.25,1889893,Hatillo,Puerto Rico,659,,
33888,for_sale,50000,,,0.21,1842726,Hatillo,Puerto Rico,659,,
48586,for_sale,40000,,,0.15,1962544,Aguadilla,Puerto Rico,603,,
107152,for_sale,195000,3,2,0.28,1966332,Aguadilla,Puerto Rico,603,2000,
107152,for_sale,200000,3,2,0.22,6709,Aguadilla,Puerto Rico,603,1895,
108464,for_sale,4000000,,,100,1946223,Aguadilla,Puerto Rico,603,,
46019,for_sale,95000,6,2,0.11,385227,Hormigueros,Puerto Rico,660,2914,
52464,for_sale,295000,3,2,0.12,1844373,Rincon,Puerto Rico,677,2000,
52707,for_sale,128000,3,2,0.1,1884180,Hormigueros,Puerto Rico,660,1100,
46019,for_sale,78000,,,0.62,1854836,Rincon,Puerto Rico,677,,
107152,for_sale,195000,3,2,0.19,1856968,Isabela,Puerto Rico,662,1800,
102017,for_sale,50000,,,0.25,166252,Rincon,Puerto Rico,677,,
102017,for_sale,275000,,,6.77,914058,Rincon,Puerto Rico,677,,
52707,for_sale,290000,,,87.41,1363444,Mayaguez,Puerto Rico,680,,
61834,for_sale,350000,,,38.54,1857024,Cabo Rojo,Puerto Rico,623,,
102017,for_sale,208799,,,0.52,1875948,Rincon,Puerto Rico,677,,
102017,for_sale,219300,,,0.54,1179829,Rincon,Puerto Rico,677,,
102017,for_sale,2000000,,,47,6708,Rincon,Puerto Rico,677,,
88086,for_sale,81900,,,0.1,196143,Arecibo,Puerto Rico,612,,
50999,for_sale,147600,3,3,0.22,6321,Arecibo,Puerto Rico,612,2673,
103378,for_sale,109000,4,2,0.22,1844377,Arecibo,Puerto Rico,612,2760,
50999,for_sale,73000,3,1,0.08,8850,Arecibo,Puerto Rico,612,785,
71837,for_sale,135000,,,18,553868,Arecibo,Puerto Rico,612,,
60622,for_sale,78000,3,1,0.25,1854803,Arecibo,Puerto Rico,612,1403,
108464,for_sale,4700000,,,235,1946209,Arecibo,Puerto Rico,612,,
1589,for_sale,270000,,,6.21,915601,Arecibo,Puerto Rico,612,,
108464,for_sale,4475000,,,179,1946323,Arecibo,Puerto Rico,612,,
52707,for_sale,39000,,,0.97,1902748,Arecibo,Puerto Rico,612,,
47940,for_sale,81900,6,4,,196144,Arecibo,Puerto Rico,612,2200,
80224,for_sale,50000,,,0.2,1966331,Arecibo,Puerto Rico,612,,
80224,for_sale,50000,,,0.2,1966329,Arecibo,Puerto Rico,612,,
103378,for_sale,69000,3,2,0.08,1985069,Arecibo,Puerto Rico,612,1050,
103378,for_sale,65000,,,0.24,1840773,Arecibo,Puerto Rico,612,,
92147,for_sale,95000,2,1,,596191,Hatillo,Puerto Rico,612,940,
103378,for_sale,63500,,,0.23,1840774,Arecibo,Puerto Rico,612,,
107152,for_sale,195000,4,2,0.2,1667519,Isabela,Puerto Rico,662,1933,
92147,for_sale,62000,4,2,0.36,1245912,Vega Baja,Puerto Rico,693,,
92147,for_sale,125000,3,2,0.08,14751,Manati,Puerto Rico,674,1086,
1205,for_sale,77000,4,2,0.11,398184,Vega Baja,Puerto Rico,693,1688,
49608,for_sale,82000,3,1,,1843332,Vega Baja,Puerto Rico,693,748,
103378,for_sale,299900,4,2,0.11,1985087,Hatillo,Puerto Rico,659,2327,
52707,for_sale,28000,,,0.12,1902836,Florida,Puerto Rico,650,,
52707,for_sale,225000,,,8.54,418957,Morovis,Puerto Rico,687,,
103379,for_sale,75200,3,1,0.09,1837493,Vega Baja,Puerto Rico,693,1000,
33888,for_sale,160000,,,0.49,1902787,Hatillo,Puerto Rico,659,,
33888,for_sale,119000,,,1.29,1760944,Hatillo,Puerto Rico,659,,
99732,for_sale,497000,,,,1902842,Arecibo,Puerto Rico,652,,
60622,for_sale,89000,,,0.22,1855430,Quebradillas,Puerto Rico,678,,
12434,for_sale,1900000,,,5.64,6034,Quebradillas,Puerto Rico,678,,
92147,for_sale,60660,4,3,10.76,242228,Dorado,Puerto Rico,646,,
92147,for_sale,110000,7,3,0.09,1842706,Dorado,Puerto Rico,949,1192,28-06-2019
103379,for_sale,63000,2,1,0.15,1837542,Vega Baja,Puerto Rico,693,1000,
77433,for_sale,265000,6,3,4.94,1308694,Vega Alta,Puerto Rico,692,3000,
92147,for_sale,88000,3,1,0.15,1856982,Corozal,Puerto Rico,783,934,
109906,for_sale,102000,3,1,0.07,1879245,Vega Alta,Puerto Rico,962,1025,
52707,for_sale,150000,,,12.62,1946311,Corozal,Puerto Rico,783,,
52707,for_sale,180000,,,28.07,1902756,Corozal,Puerto Rico,873,,
103378,for_sale,30000,3,2,0.08,1985062,Guanica,Puerto Rico,653,1066,
52707,for_sale,77000,6,3,0.13,856219,Mayaguez,Puerto Rico,680,2110,
50999,for_sale,154000,3,2,0.1,1757044,Cabo Rojo,Puerto Rico,623,1708,
87549,for_sale,29000,2,1,,1318280,Mayaguez,Puerto Rico,680,900,
31239,for_sale,157000,4,2,3.75,1902721,Lajas,Puerto Rico,667,1473,
102017,for_sale,229500,7,5,0.04,1394765,Mayaguez,Puerto Rico,680,,
103378,for_sale,60150,3,1,0.04,1988291,Mayaguez,Puerto Rico,680,975,
102017,for_sale,219000,7,3,0.1,501075,Mayaguez,Puerto Rico,680,1000,
50739,for_sale,159900,3,2,0.16,1136071,Cabo Rojo,Puerto Rico,623,1100,
,for_sale,55000,,,0.85,599860,Hormigueros,Puerto Rico,660,,
46019,for_sale,149900,2,1,,7026,Cabo Rojo,Puerto Rico,623,854,
3763,for_sale,44000,,,0.47,1902793,Lajas,Puerto Rico,667,,
77601,for_sale,80000,,,2.5,6962,Cabo Rojo,Puerto Rico,623,,
102017,for_sale,60000,,,0.25,1966349,Cabo Rojo,Puerto Rico,623,,
87549,for_sale,48500,,,0.22,1902724,Cabo Rojo,Puerto Rico,623,,
57043,for_sale,65000,,,0.57,1446873,Lajas,Puerto Rico,667,,
87549,for_sale,160000,,,59.04,1902733,Cabo Rojo,Puerto Rico,623,,
61834,for_sale,385000,,,24.69,1902876,Lajas,Puerto Rico,667,,
52707,for_sale,45000,,,0.22,1902796,San German,Puerto Rico,683,,
60622,for_sale,80000,,,0.3,947745,Cabo Rojo,Puerto Rico,623,,
81495,for_sale,495000,,,31.08,1902728,Cabo Rojo,Puerto Rico,623,,
61834,for_sale,275000,,,7.88,933051,Cabo Rojo,Puerto Rico,623,,
102017,for_sale,199500,,,24.28,793077,Cabo Rojo,Puerto Rico,623,,
78414,for_sale,150000,,,1.94,58246,Cabo Rojo,Puerto Rico,623,,
52707,for_sale,844500,,,10.98,1844115,Mayaguez,Puerto Rico,682,,
86036,for_sale,2000000,,,3.84,1620068,Cabo Rojo,Puerto Rico,623,,
87549,for_sale,107000,3,2,0.15,1868631,Cabo Rojo,Puerto Rico,623,1045,
31238,for_sale,189900,4,3,0.25,1947577,Cabo Rojo,Puerto Rico,623,1622,
52707,for_sale,186900,3,2,,1571899,Cabo Rojo,Puerto Rico,623,1674,
48392,for_sale,265000,6,6,0.25,13741,Cabo Rojo,Puerto Rico,623,2500,
1981,for_sale,535000,4,5,0.51,1988290,Cabo Rojo,Puerto Rico,623,2422,
52707,for_sale,53000,,,0.33,1902738,Las Piedras,Puerto Rico,623,,
101,for_sale,60000,,,0.16,1311115,Cabo Rojo,Puerto Rico,623,,
49045,for_sale,55000,,,0.23,58867,Cabo Rojo,Puerto Rico,623,,
101,for_sale,65000,,,0.25,1902731,Cabo Rojo,Puerto Rico,623,,
26163,for_sale,89000,,,1,1850838,Cabo Rojo,Puerto Rico,623,,
101,for_sale,85000,,,0.21,1566271,Cabo Rojo,Puerto Rico,623,,
72216,for_sale,215000,,,0.9,,Cabo Rojo,Puerto Rico,623,,
87549,for_sale,150000,,,1.46,1966334,Cabo Rojo,Puerto Rico,623,,
108464,for_sale,7000000,,,350,1946167,Cabo Rojo,Puerto Rico,623,,
52707,for_sale,170000,4,2,0.12,1241669,Yauco,Puerto Rico,698,1800,
33888,for_sale,319000,3,3,0.26,1902745,Hatillo,Puerto Rico,659,3227,
80224,for_sale,110000,,,2.91,1982776,Hatillo,Puerto Rico,659,,
33888,for_sale,150000,,,0.97,1902754,Quebradillas,Puerto Rico,678,,
52707,for_sale,69900,5,3,0.16,1856965,Isabela,Puerto Rico,662,1886,
52707,for_sale,55000,3,1,0.07,1927727,Juana Diaz,Puerto Rico,795,750,
62210,for_sale,132000,3,1,0.74,918080,Lares,Puerto Rico,669,2500,
3633,for_sale,77000,6,3,1.4,1798657,Juncos,Puerto Rico,777,2392,
47931,for_sale,119500,3,2,,7410,Ponce,Puerto Rico,728,907,
77601,for_sale,95000,3,1,0.27,1856993,Lares,Puerto Rico,669,1070,
52707,for_sale,59000,2,2,0.05,1856900,Lares,Puerto Rico,669,1173,
87549,for_sale,100000,4,3,0.18,1948620,San Sebastian,Puerto Rico,685,2000,
52707,for_sale,95000,3,3,0.29,842243,Guayanilla,Puerto Rico,656,1591,
103378,for_sale,114000,3,2,0.05,1985089,Ponce,Puerto Rico,731,900,
52707,for_sale,63000,4,1,0.09,645349,Yauco,Puerto Rico,698,1087,
52707,for_sale,367500,5,3,19.44,1856899,Lares,Puerto Rico,669,3907,
52707,for_sale,105000,,,1.35,1201547,Quebradillas,Puerto Rico,678,,
52707,for_sale,90000,,,0.54,1902813,Ponce,Puerto Rico,728,,
102017,for_sale,115000,1,1,,10347,Rincon,Puerto Rico,677,568,
102017,for_sale,430000,,,1.6,1947120,Rincon,Puerto Rico,677,,
47983,for_sale,49000,,,0.22,1234701,Aguada,Puerto Rico,676,,
102017,for_sale,180000,7,3,0.37,595782,Rincon,Puerto Rico,677,,
52707,for_sale,425000,4,3,0.4,384896,Mayaguez,Puerto Rico,682,2711,
77601,for_sale,115000,,,1.94,1902869,Anasco,Puerto Rico,680,,
80224,for_sale,55000,,,0.21,1855375,Hatillo,Puerto Rico,659,,
102017,for_sale,75000,,,0.75,1181962,Rincon,Puerto Rico,677,,
46019,for_sale,104200,,,0.58,1946277,Rincon,Puerto Rico,677,,
92147,for_sale,95600,3,1,0.05,1898054,Dorado,Puerto Rico,646,816,
40689,for_sale,120000,5,2,0.05,1837587,Dorado,Puerto Rico,646,1600,
46788,for_sale,1795000,7,5,0.1,1774774,Dorado,Puerto Rico,646,3870,
49909,for_sale,1600000,3,3,0.21,3449,Dorado,Puerto Rico,646,2462,
52707,for_sale,800000,,,4.86,1902840,Dorado,Puerto Rico,646,,
88441,for_sale,15000000,3,3,,604394,Dorado,Puerto Rico,646,4265,
73744,for_sale,9900000,,,1,1988121,Dorado,Puerto Rico,646,,
16532,for_sale,7995000,,,0.94,596245,Dorado,Puerto Rico,646,,
16782,for_sale,6995000,,,1.3,1988122,Dorado,Puerto Rico,646,,
19383,for_sale,750000,4,3,,,Dorado,Puerto Rico,646,2178,
52707,for_sale,819000,4,2,0.12,1903688,Dorado,Puerto Rico,646,2381,
54341,for_sale,550000,2,2,,619205,Dorado,Puerto Rico,646,1260,
55906,for_sale,15000000,6,7,0.36,1092824,Dorado,Puerto Rico,646,6500,
108464,for_sale,1200000,5,5,0.02,1516763,Dorado,Puerto Rico,646,4850,
81495,for_sale,9995000,6,7,0.25,831352,Dorado,Puerto Rico,646,5500,
61594,for_sale,825000,4,5,0.08,1739549,Dorado,Puerto Rico,646,,
29510,for_sale,989000,4,4,0.13,1884191,Dorado,Puerto Rico,646,2800,
83881,for_sale,83600,2,1,0.19,1837510,Dorado,Puerto Rico,646,834,
72456,for_sale,889000,5,4,,1898695,Dorado,Puerto Rico,646,2489,
16782,for_sale,8500000,6,7,0.3,1063916,Dorado,Puerto Rico,646,5073,
72283,for_sale,16500000,7,8,0.9,596246,Dorado,Puerto Rico,646,10000,
46462,for_sale,12500000,6,9,0.64,1095169,Dorado,Puerto Rico,646,6554,
16782,for_sale,7500000,4,6,0.22,981326,Dorado,Puerto Rico,646,4400,
29510,for_sale,19500000,5,7,0.3,1335589,Dorado,Puerto Rico,646,5000,
78468,for_sale,550000,3,4,,1308541,Dorado,Puerto Rico,646,,
105192,for_sale,825000,4,4,0.32,1739550,Dorado,Puerto Rico,646,2800,
55906,for_sale,17000000,5,7,0.55,1758064,Dorado,Puerto Rico,646,6000,
77432,for_sale,9200000,4,6,0.24,887216,Dorado,Puerto Rico,646,4414,
77432,for_sale,8995000,6,8,0.55,484409,Dorado,Puerto Rico,646,6398,
29510,for_sale,2500000,4,5,0.25,985817,Dorado,Puerto Rico,646,5000,
61543,for_sale,1500000,4,4,0.24,1837558,Dorado,Puerto Rico,646,3015,
55665,for_sale,1700000,3,4,0.18,676715,Dorado,Puerto Rico,646,2900,
29911,for_sale,1300000,4,3,0.02,1941871,Dorado,Puerto Rico,646,2900,
16782,for_sale,995000,3,3,,1940223,Dorado,Puerto Rico,646,1492,
59533,for_sale,189500,3,2,0.09,599733,Dorado,Puerto Rico,646,1380,
55665,for_sale,13700000,5,5,0.25,1315983,Dorado,Puerto Rico,646,4200,
16782,for_sale,5195000,3,4,0.22,577950,Dorado,Puerto Rico,646,3500,
52707,for_sale,245000,4,2,0.11,1875975,Dorado,Puerto Rico,646,1820,
103379,for_sale,141000,3,2,0.23,385484,Dorado,Puerto Rico,646,1298,
81495,for_sale,375000,3,2,,1539150,Vega Alta,Puerto Rico,646,1564,
5471,for_sale,19950000,3,3,,604396,Dorado,Puerto Rico,646,4341,
7978,for_sale,2750000,4,6,0.25,10770,Dorado,Puerto Rico,646,4200,
72283,for_sale,9500000,6,8,0.25,438617,Dorado,Puerto Rico,646,,
35686,for_sale,795000,3,2,,1940206,Dorado,Puerto Rico,646,1944,
16782,for_sale,16995000,3,4,,604395,Dorado,Puerto Rico,646,,
78468,for_sale,2100000,4,4,,1941880,Dorado,Puerto Rico,646,2624,
59817,for_sale,2500000,5,4,0.24,1244330,Dorado,Puerto Rico,646,4791,
50999,for_sale,97000,3,2,0.06,1879244,Dorado,Puerto Rico,646,1200,
52707,for_sale,800000,4,4,,1089628,Dorado,Puerto Rico,646,882,
49873,for_sale,1200000,3,3,,1900775,Dorado,Puerto Rico,646,1983,
102909,for_sale,879000,,,0.2,1917194,Dorado,Puerto Rico,646,,
108122,for_sale,199000,3,3,0.25,940889,Mayaguez,Puerto Rico,682,2100,
102017,for_sale,389000,3,2,0.43,1177289,Rincon,Puerto Rico,677,1500,
102017,for_sale,720000,3,3,,1667517,Aguada,Puerto Rico,677,2715,
102017,for_sale,295000,2,2,,1970811,Rincon,Puerto Rico,677,875,
66561,for_sale,2500000,,4,1,1413287,Rincon,Puerto Rico,677,,
61834,for_sale,55000,,,0.26,1967738,Mayaguez,Puerto Rico,682,,
102017,for_sale,245000,,,0.19,731378,Rincon,Puerto Rico,677,,
99277,for_sale,650000,,,1.4,747783,Rincon,Puerto Rico,,,
28817,for_sale,14000000,,,18.5,1302796,Hatillo,Puerto Rico,659,,
52707,for_sale,59000,4,2,0.04,667776,Mayaguez,Puerto Rico,680,960,
52707,for_sale,44000,2,3,0.03,1104887,Guanica,Puerto Rico,653,1823,
